question_id,subject,question,choice_str,choice_index,choice_text,probability,aps_score,is_ground_truth
abstract_algebra_3,abstract_algebra,"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",B,1,"False, False",0.0063559356909505494,1.0,True
abstract_algebra_3,abstract_algebra,"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",C,2,"True, False",0.849043762376716,0.849043762376716,False
abstract_algebra_3,abstract_algebra,"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.",D,3,"False, True",0.1261050299523022,0.9751487923290182,False
abstract_algebra_4,abstract_algebra,"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",A,0,2x^2 + 5,0.0023468359601746605,1.0,False
abstract_algebra_4,abstract_algebra,"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",B,1,6x^2 + 4x + 6,0.8999917719633783,0.8999917719633783,True
abstract_algebra_4,abstract_algebra,"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",C,2,0,0.09010106826845166,0.99009284023183,False
abstract_algebra_4,abstract_algebra,"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",D,3,x^2 + 1,0.007560323807995364,0.9976531640398253,False
abstract_algebra_5,abstract_algebra,"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",A,0,"True, True",0.06021837628313881,0.9206465653533598,True
abstract_algebra_5,abstract_algebra,"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",B,1,"False, False",0.02280680735517094,1.0,False
abstract_algebra_5,abstract_algebra,"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",C,2,"True, False",0.860428189070221,0.860428189070221,False
abstract_algebra_5,abstract_algebra,"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.",D,3,"False, True",0.05654662729146916,0.977193192644829,False
abstract_algebra_6,abstract_algebra,Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.,A,0,"True, True",0.36537832995693703,0.9093857231522045,True
abstract_algebra_6,abstract_algebra,Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.,B,1,"False, False",0.0023943524947126027,1.0,False
abstract_algebra_6,abstract_algebra,Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.,C,2,"True, False",0.5440073931952674,0.5440073931952674,False
abstract_algebra_6,abstract_algebra,Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.,D,3,"False, True",0.08821992435308298,0.9976056475052875,False
abstract_algebra_7,abstract_algebra,Statement 1 | A ring homomorphism is one to one if and only if the kernel is {0}. Statement 2 | Q is an ideal in R.,A,0,"True, True",0.019532927854313306,0.9993123342245714,False
abstract_algebra_7,abstract_algebra,Statement 1 | A ring homomorphism is one to one if and only if the kernel is {0}. Statement 2 | Q is an ideal in R.,B,1,"False, False",0.0006876657754284072,0.9999999999999999,False
abstract_algebra_7,abstract_algebra,Statement 1 | A ring homomorphism is one to one if and only if the kernel is {0}. Statement 2 | Q is an ideal in R.,C,2,"True, False",0.9583757738964981,0.9583757738964981,False
abstract_algebra_7,abstract_algebra,Statement 1 | A ring homomorphism is one to one if and only if the kernel is {0}. Statement 2 | Q is an ideal in R.,D,3,"False, True",0.021403632473760145,0.9797794063702582,True
abstract_algebra_8,abstract_algebra,Find the degree for the given field extension Q(sqrt(2) + sqrt(3)) over Q.,A,0,0,0.066200126109062,0.9728861445645575,False
abstract_algebra_8,abstract_algebra,Find the degree for the given field extension Q(sqrt(2) + sqrt(3)) over Q.,B,1,4,0.7894080556179626,0.7894080556179626,True
abstract_algebra_8,abstract_algebra,Find the degree for the given field extension Q(sqrt(2) + sqrt(3)) over Q.,C,2,2,0.11727796283753286,0.9066860184554955,False
abstract_algebra_8,abstract_algebra,Find the degree for the given field extension Q(sqrt(2) + sqrt(3)) over Q.,D,3,6,0.027113855435442678,1.0000000000000002,False
abstract_algebra_9,abstract_algebra,Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^3 + 2x + 2 in Z_7,A,0,1,0.06744654334398793,0.980204486251669,False
abstract_algebra_9,abstract_algebra,Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^3 + 2x + 2 in Z_7,B,1,2,0.3496325457365969,0.9127579429076811,False
abstract_algebra_9,abstract_algebra,Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^3 + 2x + 2 in Z_7,C,2,"2,3",0.5631253971710841,0.5631253971710841,True
abstract_algebra_9,abstract_algebra,Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^3 + 2x + 2 in Z_7,D,3,6,0.019795513748331075,1.0,False
abstract_algebra_10,abstract_algebra,"Statement 1 | If H is a subgroup of G and a belongs to G then |aH| = |Ha|. Statement 2 | If H is a subgroup of G and a and b belong to G, then aH and Hb are identical or disjoint.",A,0,"True, True",0.02275333733566247,0.9995549889516132,False
abstract_algebra_10,abstract_algebra,"Statement 1 | If H is a subgroup of G and a belongs to G then |aH| = |Ha|. Statement 2 | If H is a subgroup of G and a and b belong to G, then aH and Hb are identical or disjoint.",B,1,"False, False",0.0004450110483867172,1.0,False
abstract_algebra_10,abstract_algebra,"Statement 1 | If H is a subgroup of G and a belongs to G then |aH| = |Ha|. Statement 2 | If H is a subgroup of G and a and b belong to G, then aH and Hb are identical or disjoint.",C,2,"True, False",0.945946327052406,0.945946327052406,True
abstract_algebra_10,abstract_algebra,"Statement 1 | If H is a subgroup of G and a belongs to G then |aH| = |Ha|. Statement 2 | If H is a subgroup of G and a and b belong to G, then aH and Hb are identical or disjoint.",D,3,"False, True",0.030855324563544784,0.9768016516159508,False
abstract_algebra_11,abstract_algebra,"If A = {1, 2, 3} then relation S = {(1, 1), (2, 2)} is",A,0,symmetric only,0.6293472633635508,0.6293472633635508,False
abstract_algebra_11,abstract_algebra,"If A = {1, 2, 3} then relation S = {(1, 1), (2, 2)} is",B,1,anti-symmetric only,0.3206211449722162,0.9499684083357671,False
abstract_algebra_11,abstract_algebra,"If A = {1, 2, 3} then relation S = {(1, 1), (2, 2)} is",C,2,both symmetric and anti-symmetric,0.041473791282563545,0.9914421996183307,True
abstract_algebra_11,abstract_algebra,"If A = {1, 2, 3} then relation S = {(1, 1), (2, 2)} is",D,3,an equivalence relation,0.008557800381669237,0.9999999999999999,False
abstract_algebra_12,abstract_algebra,"Find the order of the factor group (Z_11 x Z_15)/(<1, 1>)",A,0,1,0.04627444648084587,0.992114266846554,True
abstract_algebra_12,abstract_algebra,"Find the order of the factor group (Z_11 x Z_15)/(<1, 1>)",B,1,2,0.14660731661026544,0.9458398203657081,False
abstract_algebra_12,abstract_algebra,"Find the order of the factor group (Z_11 x Z_15)/(<1, 1>)",C,2,5,0.7992325037554427,0.7992325037554427,False
abstract_algebra_12,abstract_algebra,"Find the order of the factor group (Z_11 x Z_15)/(<1, 1>)",D,3,11,0.007885733153445868,0.9999999999999999,False
abstract_algebra_13,abstract_algebra,The polynomial x^3 + 2x^2 + 2x + 1 can be factored into linear factors in Z_7[x]. Find this factorization.,A,0,(x − 2)(x + 2)(x − 1),0.004388596803246625,1.0000000000000002,False
abstract_algebra_13,abstract_algebra,The polynomial x^3 + 2x^2 + 2x + 1 can be factored into linear factors in Z_7[x]. Find this factorization.,B,1,(x + 1)(x + 4)(x − 2),0.6555270320620956,0.6555270320620956,False
abstract_algebra_13,abstract_algebra,The polynomial x^3 + 2x^2 + 2x + 1 can be factored into linear factors in Z_7[x]. Find this factorization.,C,2,(x + 1)(x − 4)(x − 2),0.3183911126971139,0.9739181447592096,True
abstract_algebra_13,abstract_algebra,The polynomial x^3 + 2x^2 + 2x + 1 can be factored into linear factors in Z_7[x]. Find this factorization.,D,3,(x - 1)(x − 4)(x − 2),0.02169325843754397,0.9956114031967536,False
abstract_algebra_14,abstract_algebra,Find the maximum possible order for an element of S_n for n = 10.,A,0,6,0.0001782300955376044,1.0,False
abstract_algebra_14,abstract_algebra,Find the maximum possible order for an element of S_n for n = 10.,B,1,12,0.00503936009169538,0.9998217699044624,False
abstract_algebra_14,abstract_algebra,Find the maximum possible order for an element of S_n for n = 10.,C,2,30,0.7131780495395008,0.7131780495395008,True
abstract_algebra_14,abstract_algebra,Find the maximum possible order for an element of S_n for n = 10.,D,3,105,0.2816043602732662,0.994782409812767,False
abstract_algebra_15,abstract_algebra,Statement 1 | R is a splitting field of some polynomial over Q. Statement 2 | There is a field with 60 elements.,A,0,"True, True",0.0189842422348159,0.993833864657687,False
abstract_algebra_15,abstract_algebra,Statement 1 | R is a splitting field of some polynomial over Q. Statement 2 | There is a field with 60 elements.,B,1,"False, False",0.006166135342312919,0.9999999999999999,True
abstract_algebra_15,abstract_algebra,Statement 1 | R is a splitting field of some polynomial over Q. Statement 2 | There is a field with 60 elements.,C,2,"True, False",0.9126589654515601,0.9126589654515601,False
abstract_algebra_15,abstract_algebra,Statement 1 | R is a splitting field of some polynomial over Q. Statement 2 | There is a field with 60 elements.,D,3,"False, True",0.062190656971311,0.9748496224228711,False
abstract_algebra_16,abstract_algebra,"The inverse of -i in the multiplicative group, {1, -1, i , -i} is",A,0,1,0.00023657458402626133,0.9999999999999999,False
abstract_algebra_16,abstract_algebra,"The inverse of -i in the multiplicative group, {1, -1, i , -i} is",B,1,-1,0.0009036991660373652,0.9997634254159736,False
abstract_algebra_16,abstract_algebra,"The inverse of -i in the multiplicative group, {1, -1, i , -i} is",C,2,i,0.03615740776697447,0.9988597262499364,True
abstract_algebra_16,abstract_algebra,"The inverse of -i in the multiplicative group, {1, -1, i , -i} is",D,3,-i,0.9627023184829618,0.9627023184829618,False
abstract_algebra_17,abstract_algebra,"Compute the product in the given ring. (2,3)(3,5) in Z_5 x Z_9",A,0,"(1,1)",0.0016793493781422947,1.0,False
abstract_algebra_17,abstract_algebra,"Compute the product in the given ring. (2,3)(3,5) in Z_5 x Z_9",B,1,"(3,1)",0.2664017328905725,0.9983206506218577,False
abstract_algebra_17,abstract_algebra,"Compute the product in the given ring. (2,3)(3,5) in Z_5 x Z_9",C,2,"(1,6)",0.3536804576521649,0.7319189177312853,True
abstract_algebra_17,abstract_algebra,"Compute the product in the given ring. (2,3)(3,5) in Z_5 x Z_9",D,3,"(3,6)",0.3782384600791203,0.3782384600791203,False
abstract_algebra_18,abstract_algebra,The set of all real numbers under the usual multiplication operation is not a group since,A,0,multiplication is not a binary operation,0.0008566577053174296,1.0,False
abstract_algebra_18,abstract_algebra,The set of all real numbers under the usual multiplication operation is not a group since,B,1,multiplication is not associative,0.028385519814798577,0.9991433422946827,False
abstract_algebra_18,abstract_algebra,The set of all real numbers under the usual multiplication operation is not a group since,C,2,identity element does not exist,0.1335696613305336,0.9707578224798841,False
abstract_algebra_18,abstract_algebra,The set of all real numbers under the usual multiplication operation is not a group since,D,3,zero has no inverse,0.8371881611493505,0.8371881611493505,True
abstract_algebra_19,abstract_algebra,Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,A,0,"True, True",0.024124033353304163,0.9970778180564821,True
abstract_algebra_19,abstract_algebra,Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,B,1,"False, False",0.0029221819435178977,1.0,False
abstract_algebra_19,abstract_algebra,Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,C,2,"True, False",0.8167104111956354,0.8167104111956354,False
abstract_algebra_19,abstract_algebra,Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,D,3,"False, True",0.1562433735075426,0.972953784703178,False
abstract_algebra_20,abstract_algebra,"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",A,0,"True, True",0.09171854078939669,0.9827406064573635,True
abstract_algebra_20,abstract_algebra,"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",B,1,"False, False",0.017259393542636517,1.0,False
abstract_algebra_20,abstract_algebra,"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",C,2,"True, False",0.789848020988516,0.789848020988516,False
abstract_algebra_20,abstract_algebra,"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.",D,3,"False, True",0.10117404467945076,0.8910220656679668,False
abstract_algebra_21,abstract_algebra,"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",A,0,2x^2 + 5,0.0015491626145234907,0.9999999999999999,True
abstract_algebra_21,abstract_algebra,"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",B,1,6x^2 + 4x + 6,0.9494386699753139,0.9494386699753139,False
abstract_algebra_21,abstract_algebra,"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",C,2,0,0.0446067653172366,0.9940454352925505,False
abstract_algebra_21,abstract_algebra,"Find the sum of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",D,3,x^2 + 1,0.004405402092925879,0.9984508373854764,False
abstract_algebra_22,abstract_algebra,"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",A,0,"True, True",0.0320750780820209,0.9987722559927323,False
abstract_algebra_22,abstract_algebra,"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",B,1,"False, False",0.0012277440072676073,0.9999999999999999,False
abstract_algebra_22,abstract_algebra,"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",C,2,"True, False",0.8464192843876553,0.8464192843876553,False
abstract_algebra_22,abstract_algebra,"Statement 1 | Any set of two vectors in R^2 is linearly independent. Statement 2 | If V = span(v1, ... , vk) and {v1, ... , vk} are linearly independent, then dim(V) = k.",D,3,"False, True",0.12027789352305604,0.9666971779107114,True
abstract_algebra_23,abstract_algebra,The set of all nth roots of unity under multiplication of complex numbers form a/an,A,0,semi group with identity,0.0007564422337240141,0.9992751685316402,False
abstract_algebra_23,abstract_algebra,The set of all nth roots of unity under multiplication of complex numbers form a/an,B,1,commutative semigroups with identity,0.0007248314683597745,1.0,False
abstract_algebra_23,abstract_algebra,The set of all nth roots of unity under multiplication of complex numbers form a/an,C,2,group,0.2805637274280401,0.9985187262979163,False
abstract_algebra_23,abstract_algebra,The set of all nth roots of unity under multiplication of complex numbers form a/an,D,3,abelian group,0.7179549988698761,0.7179549988698761,True
abstract_algebra_24,abstract_algebra,"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",A,0,"True, True",0.16855491227963681,0.9757156966816585,False
abstract_algebra_24,abstract_algebra,"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",B,1,"False, False",0.00018258383996202547,1.0,True
abstract_algebra_24,abstract_algebra,"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",C,2,"True, False",0.8071607844020217,0.8071607844020217,False
abstract_algebra_24,abstract_algebra,"Statement 1 | Every maximal ideal is a prime ideal. Statement 2 | If I is a maximal ideal of a commutative ring R, then R/I is field.",D,3,"False, True",0.02410171947837943,0.9998174161600379,False
abstract_algebra_25,abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,A,0,subgroup,0.22036220048633814,0.9325622628615952,False
abstract_algebra_25,abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,B,1,finite abelian group,0.02531045517578534,0.9999999999999999,False
abstract_algebra_25,abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,C,2,"infinite, non abelian group",0.712200062375257,0.712200062375257,True
abstract_algebra_25,abstract_algebra,Let G denoted the set of all n x n non-singular matrices with rational numbers as entries. Then under multiplication G is a/an,D,3,"ininite, abelian",0.04212728196261944,0.9746895448242145,False
abstract_algebra_26,abstract_algebra,Statement 1 | Every group of order 42 has a normal subgroup of order 7. Statement 2 | Every group of order 42 has a normal subgroup of order 8.,A,0,"True, True",0.013363344335164824,0.9983352741399281,False
abstract_algebra_26,abstract_algebra,Statement 1 | Every group of order 42 has a normal subgroup of order 7. Statement 2 | Every group of order 42 has a normal subgroup of order 8.,B,1,"False, False",0.0016647258600720086,1.0000000000000002,False
abstract_algebra_26,abstract_algebra,Statement 1 | Every group of order 42 has a normal subgroup of order 7. Statement 2 | Every group of order 42 has a normal subgroup of order 8.,C,2,"True, False",0.9523222365321641,0.9523222365321641,True
abstract_algebra_26,abstract_algebra,Statement 1 | Every group of order 42 has a normal subgroup of order 7. Statement 2 | Every group of order 42 has a normal subgroup of order 8.,D,3,"False, True",0.03264969327259919,0.9849719298047632,False
abstract_algebra_27,abstract_algebra,Determine whether the polynomial in Z[x] satisfies an Eisenstein criterion for irreducibility over Q. 8x^3 + 6x^2 - 9x + 24,A,0,"Yes, with p=2.",0.34764007241430434,0.34764007241430434,False
abstract_algebra_27,abstract_algebra,Determine whether the polynomial in Z[x] satisfies an Eisenstein criterion for irreducibility over Q. 8x^3 + 6x^2 - 9x + 24,B,1,"Yes, with p=3.",0.23484977863021256,0.9230998313304151,True
abstract_algebra_27,abstract_algebra,Determine whether the polynomial in Z[x] satisfies an Eisenstein criterion for irreducibility over Q. 8x^3 + 6x^2 - 9x + 24,C,2,"Yes, with p=5.",0.34060998028589823,0.6882500527002026,False
abstract_algebra_27,abstract_algebra,Determine whether the polynomial in Z[x] satisfies an Eisenstein criterion for irreducibility over Q. 8x^3 + 6x^2 - 9x + 24,D,3,No.,0.07690016866958478,0.9999999999999999,False
abstract_algebra_28,abstract_algebra,Statement 1 | The image of a group of 6 elements under a homomorphism may have 12 elements. Statement 2 | There is a homomorphism of some group of 6 elements into some group of 12 elements.,A,0,"True, True",0.09049237919086717,0.944630264808744,False
abstract_algebra_28,abstract_algebra,Statement 1 | The image of a group of 6 elements under a homomorphism may have 12 elements. Statement 2 | There is a homomorphism of some group of 6 elements into some group of 12 elements.,B,1,"False, False",0.003483183377604352,0.9999999999999999,False
abstract_algebra_28,abstract_algebra,Statement 1 | The image of a group of 6 elements under a homomorphism may have 12 elements. Statement 2 | There is a homomorphism of some group of 6 elements into some group of 12 elements.,C,2,"True, False",0.8541378856178768,0.8541378856178768,False
abstract_algebra_28,abstract_algebra,Statement 1 | The image of a group of 6 elements under a homomorphism may have 12 elements. Statement 2 | There is a homomorphism of some group of 6 elements into some group of 12 elements.,D,3,"False, True",0.05188655181365157,0.9965168166223956,True
abstract_algebra_29,abstract_algebra,Statement 1 | The homomorphic image of a cyclic group is cyclic. Statement 2 | The homomorphic image of an Abelian group is Abelian.,A,0,"True, True",0.24991807901903434,0.9741484836783254,True
abstract_algebra_29,abstract_algebra,Statement 1 | The homomorphic image of a cyclic group is cyclic. Statement 2 | The homomorphic image of an Abelian group is Abelian.,B,1,"False, False",0.001042945769810967,1.0,False
abstract_algebra_29,abstract_algebra,Statement 1 | The homomorphic image of a cyclic group is cyclic. Statement 2 | The homomorphic image of an Abelian group is Abelian.,C,2,"True, False",0.7242304046592911,0.7242304046592911,False
abstract_algebra_29,abstract_algebra,Statement 1 | The homomorphic image of a cyclic group is cyclic. Statement 2 | The homomorphic image of an Abelian group is Abelian.,D,3,"False, True",0.02480857055186357,0.998957054230189,False
abstract_algebra_30,abstract_algebra,"Statement 1 | If H is a subgroup of a group G and a belongs to G, then aH = Ha. Statement 2 | If H is normal of G and a belongs to G, then ah = ha for all h in H.",A,0,"True, True",0.051358660852355936,0.9993213110894825,False
abstract_algebra_30,abstract_algebra,"Statement 1 | If H is a subgroup of a group G and a belongs to G, then aH = Ha. Statement 2 | If H is normal of G and a belongs to G, then ah = ha for all h in H.",B,1,"False, False",0.0006786889105175843,1.0,True
abstract_algebra_30,abstract_algebra,"Statement 1 | If H is a subgroup of a group G and a belongs to G, then aH = Ha. Statement 2 | If H is normal of G and a belongs to G, then ah = ha for all h in H.",C,2,"True, False",0.874168269620973,0.874168269620973,False
abstract_algebra_30,abstract_algebra,"Statement 1 | If H is a subgroup of a group G and a belongs to G, then aH = Ha. Statement 2 | If H is normal of G and a belongs to G, then ah = ha for all h in H.",D,3,"False, True",0.07379438061615348,0.9479626502371266,False
abstract_algebra_31,abstract_algebra,"If (G, .) is a group such that (ab)^-1 = a^-1b^-1, for all a, b in G, then G is a/an",A,0,commutative semi group,0.0028532342193381527,0.9991826360690057,False
abstract_algebra_31,abstract_algebra,"If (G, .) is a group such that (ab)^-1 = a^-1b^-1, for all a, b in G, then G is a/an",B,1,abelian group,0.9164955067682174,0.9164955067682174,True
abstract_algebra_31,abstract_algebra,"If (G, .) is a group such that (ab)^-1 = a^-1b^-1, for all a, b in G, then G is a/an",C,2,non-abelian group,0.07983389508145007,0.9963294018496676,False
abstract_algebra_31,abstract_algebra,"If (G, .) is a group such that (ab)^-1 = a^-1b^-1, for all a, b in G, then G is a/an",D,3,None of these,0.0008173639309944239,1.0000000000000002,False
abstract_algebra_32,abstract_algebra,"Statement 1 | In a finite dimensional vector space every linearly independent set of vectors is contained in a basis. Statement 2 | If B_1 and B_2 are bases for the same vector space, then |B_1| = |B_2|.",A,0,"True, True",0.1233026464235134,0.9077205144013637,True
abstract_algebra_32,abstract_algebra,"Statement 1 | In a finite dimensional vector space every linearly independent set of vectors is contained in a basis. Statement 2 | If B_1 and B_2 are bases for the same vector space, then |B_1| = |B_2|.",B,1,"False, False",0.0006048376967533849,0.9999999999999999,False
abstract_algebra_32,abstract_algebra,"Statement 1 | In a finite dimensional vector space every linearly independent set of vectors is contained in a basis. Statement 2 | If B_1 and B_2 are bases for the same vector space, then |B_1| = |B_2|.",C,2,"True, False",0.7844178679778503,0.7844178679778503,False
abstract_algebra_32,abstract_algebra,"Statement 1 | In a finite dimensional vector space every linearly independent set of vectors is contained in a basis. Statement 2 | If B_1 and B_2 are bases for the same vector space, then |B_1| = |B_2|.",D,3,"False, True",0.09167464790188282,0.9993951623032465,False
abstract_algebra_33,abstract_algebra,"Some group (G, 0) is known to be abelian. Then which one of the following is TRUE for G?",A,0,g = g^-1 for every g in G,0.9915394856763354,0.9915394856763354,False
abstract_algebra_33,abstract_algebra,"Some group (G, 0) is known to be abelian. Then which one of the following is TRUE for G?",B,1,g = g^2 for every g in G,0.00036087262268884605,0.9999999999999998,False
abstract_algebra_33,abstract_algebra,"Some group (G, 0) is known to be abelian. Then which one of the following is TRUE for G?",C,2,"(g o h)^2 = g^2 o h^2 for every g,h in G",0.004368050376024627,0.99590753605236,True
abstract_algebra_33,abstract_algebra,"Some group (G, 0) is known to be abelian. Then which one of the following is TRUE for G?",D,3,G is of finite order,0.003731591324950974,0.999639127377311,False
abstract_algebra_34,abstract_algebra,"Statement 1 | If T: V -> W is a linear transformation and dim(V ) < dim(W) < 1, then T must be injective. Statement 2 | Let dim(V) = n and suppose that T: V -> V is linear. If T is injective, then it is a bijection.",A,0,"True, True",0.010996045163766219,0.9958952547702296,True
